"RESOURCE_TYPES (0: 텍스쳐, 1: 폰트, 2: 사운드 클립, 3: 애니메이션 클립, 4: 애니메이션 스프라이트 클립)",RESOURCE_PATH
0,graphics/Pancake/Die/Die2.png
0,graphics/Pancake/Die/Die3.png
0,graphics/Pancake/Die/Die4.png
0,graphics/Pancake/Die/Die5.png
3,animations/Pancake/Die/Die.csv
0,graphics/UI/InGame/PauseButton.png
0,graphics/Pirate/Booster/Booster1.png
0,graphics/Pirate/Booster/Booster2.png
0,graphics/Pirate/Booster/Booster3.png
0,graphics/Pirate/Die/Die1.png
0,graphics/Pirate/Die/Die2.png
0,graphics/Pirate/Die/Die3.png
0,graphics/Pirate/Die/Die4.png
0,graphics/Pirate/Die/Die5.png
0,graphics/Pirate/Double_Jump/Double_Jump1.png
0,graphics/Pirate/Double_Jump/Double_Jump2.png
0,graphics/Pirate/Double_Jump/Double_Jump3.png
0,graphics/Pirate/Double_Jump/Double_Jump4.png
0,graphics/Pirate/Double_Jump/Double_Jump5.png
0,graphics/Pirate/Double_Jump/Double_Jump6.png
0,graphics/Pirate/Hit/Hit1.png
0,graphics/Pirate/Hit/Hit2.png
0,graphics/Pirate/Jump/Jump1.png
0,graphics/Pirate/Jump/Jump2.png
0,graphics/Pirate/Landing/Landing.png
0,graphics/Pirate/Run/Run1.png
0,graphics/Pirate/Run/Run2.png
0,graphics/Pirate/Run/Run3.png
0,graphics/Pirate/Run/Run4.png
0,graphics/Pirate/Sliding/Sliding1.png
0,graphics/Pirate/Sliding/Sliding2.png
0,graphics/Moonlighter/Booster/Booster1.png
0,graphics/Moonlighter/Booster/Booster2.png
0,graphics/Moonlighter/Booster/Booster3.png
0,graphics/Moonlighter/Booster/Booster4.png
0,graphics/Moonlighter/Booster/Booster5.png
0,graphics/Moonlighter/Booster/Booster6.png
0,graphics/Moonlighter/Die/Die1.png
0,graphics/Moonlighter/Die/Die2.png
0,graphics/Moonlighter/Die/Die3.png
0,graphics/Moonlighter/Die/Die4.png
0,graphics/Moonlighter/Die/Die5.png
0,graphics/Moonlighter/Die/Die6.png
0,graphics/Moonlighter/Double_Jump/Double_Jump1.png
0,graphics/Moonlighter/Double_Jump/Double_Jump2.png
0,graphics/Moonlighter/Double_Jump/Double_Jump3.png
0,graphics/Moonlighter/Double_Jump/Double_Jump4.png
0,graphics/Moonlighter/Double_Jump/Double_Jump5.png
0,graphics/Moonlighter/Double_Jump/Double_Jump6.png
0,graphics/Moonlighter/Hit/Hit1.png
0,graphics/Moonlighter/Hit/Hit2.png
0,graphics/Moonlighter/Hit/Hit3.png
0,graphics/Moonlighter/Hit/Hit4.png
0,graphics/Moonlighter/Hit/Hit5.png
0,graphics/Moonlighter/Hit/Hit6.png
0,graphics/Moonlighter/Jump/Jump1.png
0,graphics/Moonlighter/Jump/Jump2.png
0,graphics/Moonlighter/Jump/Jump3.png
0,graphics/Moonlighter/Jump/Jump4.png
0,graphics/Moonlighter/Landing/Landing1.png
0,graphics/Moonlighter/Landing/Landing2.png
0,graphics/Moonlighter/Landing/Landing3.png
0,graphics/Moonlighter/Run/Run1.png
0,graphics/Moonlighter/Run/Run2.png
0,graphics/Moonlighter/Run/Run3.png
0,graphics/Moonlighter/Run/Run4.png
0,graphics/Moonlighter/Run/Run5.png
0,graphics/Moonlighter/Run/Run6.png
0,graphics/Moonlighter/Sliding/Sliding1.png
0,graphics/Moonlighter/Sliding/Sliding2.png
0,graphics/Moonlighter/Sliding/Sliding3.png
0,graphics/Moonlighter/Sliding/Sliding4.png
3,animations/Pirate/Booster/Booster.csv
3,animations/Pirate/Die/Die.csv
3,animations/Pirate/Double_Jump/Double_Jump.csv
3,animations/Pirate/Hit/Hit.csv
3,animations/Pirate/Jump/Jump.csv
3,animations/Pirate/Landing/Landing.csv
3,animations/Pirate/Run/Run.csv
3,animations/Pirate/Sliding/Sliding.csv
3,animations/Moonlighter/Booster/Booster.csv
3,animations/Moonlighter/Die/Die.csv
3,animations/Moonlighter/Double_Jump/Double_Jump.csv
3,animations/Moonlighter/Hit/Hit.csv
3,animations/Moonlighter/Jump/Jump.csv
3,animations/Moonlighter/Landing/Landing.csv
3,animations/Moonlighter/Run/Run.csv
3,animations/Moonlighter/Sliding/Sliding.csv
